file_number,column,non_null_pct,non_null_count,rows_in_file
321654,"6.3 Quali attività di orientamento sono oggetto di monitoraggio? [La partecipazione degli studenti agli interventi effettuati all’esterno del CPIA (rilevazione sistematica del numero di stand visitati nelle fiere, numero di partecipanti agli Open Day, numero partecipanti ai PCTO, restituzione attiva in classe delle esperienze effettuate etc.)]",40.0,2,5
321654,6.3 Quali attività di orientamento sono oggetto di monitoraggio? [La redazione del consiglio di orientamento (rilevazione del grado di accordo delle figure parentali/educative/tutoriali etc.)],40.0,2,5
321654,6.3 Quali attività di orientamento sono oggetto di monitoraggio? [La redazione del curriculum dello studente (rilevazione del grado di accordo delle figure parentali/educative/tutoriali etc.)],40.0,2,5
321654,6.3 Quali attività di orientamento sono oggetto di monitoraggio? [La compilazione dell’ePortfolio disponibile sulla piattaforma UNICA del MIM],40.0,2,5
321654,6.3 Quali attività di orientamento sono oggetto di monitoraggio? [La compilazione del Dossier personale dell’IDA],40.0,2,5
321654,6.3 Quali attività di orientamento sono oggetto di monitoraggio? [La definizione del Patto formativo individuale],40.0,2,5
321654,6.3 Quali attività di orientamento sono oggetto di monitoraggio? [Il percorso di riconoscimento dei crediti ],40.0,2,5
321654,6.3 Quali attività di orientamento sono oggetto di monitoraggio? [Il periodo didattico dedicato alle attività di “Accoglienza e Orientamento”],40.0,2,5
321654,"6.3 Quali attività di orientamento sono oggetto di monitoraggio? [La partecipazione delle istituzioni locali alle attività di orientamento presso il CPIA (numero e qualità degli interventi di ASL, biblioteche, centri per l’orientamento, centri per l’impiego etc.)]",40.0,2,5
321654,6.3 Quali attività di orientamento sono oggetto di monitoraggio? [La partecipazione delle aziende locali alle attività di orientamento presso il CPIA (numero e qualità degli interventi delle aziende etc.)],40.0,2,5
321654,6.3 Quali attività di orientamento sono oggetto di monitoraggio? [La partecipazione delle figure parentali/educative/tutoriali alle attività di orientamento presso il CPIA (numero e qualità degli interventi etc.)],40.0,2,5
321654,6.3 Quali attività di orientamento sono oggetto di monitoraggio? [La verifica della coerenza tra le attività svolte e gli obiettivi del PTOF],40.0,2,5
321654,"6.3 Quali attività di orientamento sono oggetto di monitoraggio? [L’utilizzo del RAV per l’individuazione dei fattori da rilevare, dei punti di forza e criticità, delle azioni di miglioramento]",40.0,2,5
321654,6.4 Quali strumenti sono utilizzati per il monitoraggio delle azioni di orientamento? [Griglie di osservazione ],40.0,2,5
321654,6.4 Quali strumenti sono utilizzati per il monitoraggio delle azioni di orientamento? [Check-list ],40.0,2,5
321654,6.4 Quali strumenti sono utilizzati per il monitoraggio delle azioni di orientamento? [Diari di bordo ],40.0,2,5
321654,6.4 Quali strumenti sono utilizzati per il monitoraggio delle azioni di orientamento? [Questionari agli studenti ],40.0,2,5
321654,6.4 Quali strumenti sono utilizzati per il monitoraggio delle azioni di orientamento? [Questionari ai docenti ],40.0,2,5
321654,6.4 Quali strumenti sono utilizzati per il monitoraggio delle azioni di orientamento? [Questionari alle figure parentali/educative/tutoriali],40.0,2,5
321654,6.4 Quali strumenti sono utilizzati per il monitoraggio delle azioni di orientamento? [Questionari alle istituzioni locali],40.0,2,5
321654,6.4 Quali strumenti sono utilizzati per il monitoraggio delle azioni di orientamento? [Questionari alle aziende locali],40.0,2,5
321654,6.4 Quali strumenti sono utilizzati per il monitoraggio delle azioni di orientamento? [Questionari alle aziende in cui lo studente svolge il tirocinio],40.0,2,5
321654,6.4 Quali strumenti sono utilizzati per il monitoraggio delle azioni di orientamento? [Dossier personale dello studente ],40.0,2,5
321654,"6.4 Quali strumenti sono utilizzati per il monitoraggio delle azioni di orientamento? [Contenuti elaborati nella definizione del Patto Formativo individuale, Dossier, Libretto dello studente]",40.0,2,5
321654,7.1 Sarebbe per noi molto importante se volesse fornire ulteriori indicazioni per rendere il servizio all’interno dell’istituto scolastico in cui opera più efficace in relazione ai bisogni di orientamento.,0.0,0,5
321654,Tempo totale,100.0,5,5
321654,Tempo per il gruppo di domande: SEZIONE 1: Dati ascrittivi,0.0,0,5
321654,Tempo per la domanda: CA1o1,80.0,4,5
321654,Tempo per la domanda: CA1o2,80.0,4,5
321654,Tempo per la domanda: CA1o3,80.0,4,5
321654,Tempo per la domanda: CA1o4,80.0,4,5
321654,Tempo per la domanda: CA1o5,80.0,4,5
321654,Tempo per la domanda: CA1o6,80.0,4,5
321654,Tempo per la domanda: CA1o7,80.0,4,5
321654,Tempo per la domanda: Ca1o7b,20.0,1,5
321654,Tempo per la domanda: CA1o8,80.0,4,5
321654,Tempo per la domanda: CA1o9,80.0,4,5
321654,Tempo per il gruppo di domande: SEZIONE 2: PTOF,0.0,0,5
321654,Tempo per la domanda: CP2o1,80.0,4,5
321654,Tempo per la domanda: CP2o2,80.0,4,5
321654,Tempo per la domanda: CP2o3,80.0,4,5
321654,Tempo per la domanda: CP2o4,80.0,4,5
321654,Tempo per la domanda: CP2o5,80.0,4,5
321654,Tempo per la domanda: CP2o6,80.0,4,5
321654,Tempo per la domanda: CP2o7,80.0,4,5
321654,Tempo per la domanda: CP2o8,80.0,4,5
321654,Tempo per il gruppo di domande: SEZIONE 3: Descrizione delle attività di orientamento ,0.0,0,5
321654,Tempo per la domanda: CD3o1,80.0,4,5
321654,Tempo per la domanda: CD3o2,40.0,2,5
321654,Tempo per la domanda: CD3o3,40.0,2,5
321654,Tempo per la domanda: CD3o4,80.0,4,5
321654,Tempo per la domanda: CD3o5,80.0,4,5
321654,Tempo per la domanda: CD3o6,80.0,4,5
321654,Tempo per la domanda: CD3o7,20.0,1,5
321654,Tempo per la domanda: CD3o8,20.0,1,5
321654,Tempo per la domanda: CD3o9,60.0,3,5
321654,Tempo per la domanda: CD3o10,60.0,3,5
321654,Tempo per la domanda: CD3o11,60.0,3,5
321654,Tempo per la domanda: CD3o12,60.0,3,5
321654,Tempo per la domanda: CD3o13,20.0,1,5
321654,Tempo per la domanda: CD3o14,60.0,3,5
321654,Tempo per la domanda: CD3o15,20.0,1,5
321654,Tempo per la domanda: CD3o16,60.0,3,5
321654,Tempo per il gruppo di domande: SEZIONE 4: Strumenti utilizzati per l’orientamento,0.0,0,5
321654,Tempo per la domanda: CS4o1,60.0,3,5
321654,Tempo per la domanda: CS4o2,20.0,1,5
321654,Tempo per la domanda: CS4o3,60.0,3,5
321654,Tempo per la domanda: CS4o4,60.0,3,5
321654,Tempo per la domanda: CS4o5,60.0,3,5
321654,Tempo per la domanda: CS4o6,60.0,3,5
321654,Tempo per la domanda: CS4o7,60.0,3,5
321654,Tempo per il gruppo di domande: SEZIONE 5: Rapporti con il territorio,0.0,0,5
321654,Tempo per la domanda: CRT5o1,60.0,3,5
321654,Tempo per la domanda: CRT5o2,40.0,2,5
321654,Tempo per il gruppo di domande: SEZIONE 6: Monitoraggio delle attività,0.0,0,5
321654,Tempo per la domanda: CM6o1,40.0,2,5
321654,Tempo per la domanda: CM6o2,20.0,1,5
321654,Tempo per la domanda: CM6o3,40.0,2,5
321654,Tempo per la domanda: CM6o4,40.0,2,5
321654,Tempo per il gruppo di domande: SEZIONE 7: Feedback,0.0,0,5
321654,Tempo per la domanda: CF7o1,40.0,2,5
